141490	141491
141490	141492
141490	141493
611384	611385
611384	611385
611388	30180
611391	26017
611391	26017
611394	611395
611394	611395
611394	611395
611398	92587
611401	611403
611401	611403
611401	611403
611405	27217
611408	611409
611408	611409
611412	611413
611412	611413
611416	92527
611416	92527
611419	29974
611422	46917
611422	46917
611425	93606
611425	93606
611428	611429
611432	611433
611437	46647
611437	46647
611440	46475
611440	46475
611443	94923
611445	43471
611445	43471
611448	41669
611448	41669
611451	36052
611454	47374
611454	611458
611454	27958
611454	25151
611454	21882
611454	18383
611454	14882
611454	611455
611454	27139
611454	92216
611454	29423
611454	26907
611454	35460
611454	32109
611454	91844
611454	30361
611454	32737
611454	33243
611454	35163
611454	32479
611454	20059
611454	18351
611454	91315
611454	20526
611454	14745
611454	34041
611454	31696
611454	39701
611454	34262
611454	35067
611460	46770
611460	46770
611463	31646
611463	31646
611466	41663
611466	41663
611469	94261
611469	30089
611469	30089
611469	40171
611469	40171
611469	37313
611469	47924
611469	47924
611469	37313
611472	32560
611472	92745
611472	92745
611472	32560
611475	41941
611475	41941
611478	43544
611481	42251
611481	42251
611484	49707
611484	49707
611484	49707
611486	30589
611486	30589
611489	611491
611489	611491
611496	46271
611499	94555
611499	94555
611501	48914
611501	611504
611501	611504
611506	37901
611509	611511
611509	611511
611509	611511
611513	49056
611513	49056
611516	42077
611516	42077
611522	611523
611522	611523
611526	37149
611526	37149
611529	611530
611529	611530
611533	45570
611533	45570
611536	611537
611536	611537
611540	611541
611540	611541
611544	47341
611544	611546
611544	611546
611544	611546
611548	37012
611548	37012
611551	20385
611551	20385
611554	46427
611554	46427
611557	47367
611557	47367
611557	48712
611557	48712
611557	611559
611561	611562
611561	611562
611565	611566
611569	611571
611573	40007
611576	611578
611576	611578
611576	611579
611576	31382
611576	31383
611576	31383
611576	54640
611576	47827
611581	40899
611584	45283
611584	45283
611587	611588
611587	611588
611591	29197
611591	29197
611592	38409
611592	38409
611595	37116
611595	37116
611598	611600
611598	611600
611602	35958
611605	41704
611605	41704
611607	26879
611625	28693
611625	28693
611625	38353
611628	38225
611631	34385
611631	34385
611632	29323
611632	29323
611636	47884
611636	47884
611639	611640
611643	30759
611643	19192
611648	611650
611648	611651
611648	611652
611654	22937
611654	25190
611654	25190
611654	33912
611657	33961
611657	33961
611660	611661
611660	611661
611660	611661
611664	48938
611664	48938
611664	48257
611664	44004
611664	49805
611664	49763
611664	49763
611664	49805
611664	44220
611668	43542
611671	31320
611671	31320
611674	611675
611674	611675
611678	47771
611678	47771
611681	25360
611681	25360
611683	28073
611683	19857
611686	39931
611686	39931
611689	611690
611689	611690
611689	611690
611693	38318
611693	38318
611696	611698
611696	611698
611696	611698
611700	33607
611700	33607
611700	52747
611700	52747
611700	92398
611700	92398
611703	611704
611703	611704
611707	48060
611707	42779
611707	611710
611707	611709
611707	48060
611712	94472
611712	94472
611715	91900
611715	38738
611715	38738
611718	40712
611721	46802
611723	94245
611723	94245
611726	29330
611726	29330
611727	46267
611727	46267
611730	45955
611730	45955
611733	611735
611733	611735
611737	611739
611737	611739
611741	611742
611741	611742
611745	611746
611745	611746
611749	611751
611753	44332
611756	17887
611756	20937
611756	20937
611756	17887
611759	92304
611759	611761
611759	611761
611759	611761
611763	41341
611763	41341
611766	93705
611766	93705
611769	611770
611769	611770
611773	43234
611773	43234
611776	611777
611776	611777
611780	31906
611780	24832
611780	611782
611780	24832
611780	31906
611780	47313
611780	42199
611780	47409
611780	47409
611780	47313
611780	42199
611784	41967
611784	41967
611787	34860
611787	34860
611790	46722
611790	46722
611793	45178
611793	45178
611796	46849
611796	46849
611800	611801
611815	39581
611815	39581
611818	42126
611818	42246
611821	34844
611821	34844
611824	611825
611824	611825
611824	611825
611828	92600
611831	611832
611831	611832
611835	44323
611835	46782
611837	47520
611837	41789
611840	35906
611840	35906
611843	611844
611843	611844
611847	611849
611851	611853
611851	611853
611851	611853
611855	611856
611855	611857
611855	611856
611860	32701
611860	32701
611862	46224
611862	35748
611862	35748
611865	49749
611865	49684
611868	32016
611868	92556
611868	26846
611868	31146
611868	31670
611868	20198
611868	35953
611868	31102
611868	26845
611868	26509
611868	34379
611868	91710
611868	28842
611868	29660
611868	29660
611868	29503
611868	17652
611868	34321
611868	32022
611868	35962
611868	31731
611868	92562
611868	32024
611868	35031
611868	92569
611868	92860
611868	29354
611868	16351
611868	611870
611868	28921
611868	30578
611868	39287
611868	38488
611868	611871
611868	36163
611868	22956
611873	38726
611876	43677
611876	43677
611876	44528
611876	44528
611876	43251
611876	43251
611879	92430
611879	92430
611881	611882
611881	611882
611885	48982
611885	48982
611887	29811
611887	29811
611890	611892
611890	94914
611890	611892
611894	611896
611894	611895
611898	611900
611898	611900
611902	31375
611902	31375
611905	611906
611905	611906
611905	611906
611909	611910
611909	611910
611913	611915
611913	611915
611917	47019
611917	47019
611920	26918
611923	46965
611923	47528
611923	47528
611923	47528
611923	611924
611923	611924
611927	34262
611927	34262
611927	34262
611930	47844
611930	47844
611933	20044
611936	611938
611940	32904
611941	611943
611941	611943
611945	94475
611945	94475
611948	27134
611948	27134
611950	611951
611950	611952
611950	611952
611954	94619
611954	94619
611957	611958
611957	611958
611961	31901
611963	45553
611963	45553
611966	31075
611972	46833
611975	611976
611975	611976
611979	48029
611979	48029
611981	20630
611981	20630
611981	93886
611981	39367
611981	93886
611981	37163
611981	39367
611981	43936
611981	43936
611981	37163
611984	44580
611984	44580
611987	53194
611990	611991
611990	611991
611990	48580
611990	44743
611990	46850
611990	46726
611990	44743
611990	46726
611990	46850
611990	40748
611990	40748
611995	34833
611999	53603
612002	39470
612002	39470
612005	612006
612005	612006
612009	14223
612012	612014
612012	612014
612012	41478
612012	34707
612012	41478
612012	34707
612012	34315
612012	34315
612016	612017
612016	612017
612016	612017
612019	42525
612019	46178
612019	46178
612019	48103
612019	46814
612019	46075
612019	37369
612019	46225
612019	46225
612019	612023
612019	612024
612019	36850
612019	47801
612019	47801
612019	612024
612019	612023
612019	36534
612019	36534
612019	612021
612019	612021
612019	31319
612019	34857
612019	31319
612019	27203
612019	27202
612019	42075
612019	42075
612019	40005
612019	42525
612019	46814
612019	37369
612019	46225
612019	40005
612019	42832
612019	42832
612019	46075
612025	48152
612028	35038
612028	35038
612028	612030
612028	612029
612028	612029
612028	612030
612033	612035
612033	612036
612039	612040
612039	612040
612043	41023
612046	48127
612046	48127
612049	612051
612049	612052
612049	612051
612049	612052
612054	31324
612054	31324
612057	38569
612057	38569
612060	46294
612060	46294
612063	612064
612063	612064
612067	92723
612067	92723
612068	30198
612068	30198
612071	41872
612071	41872
612074	24318
612074	24318
612074	27203
612074	47801
612074	27345
612076	38350
612076	38350
612076	19997
612076	19997
612076	43524
612076	43524
612079	92705
612079	92705
612079	47633
612079	47633
612081	33696
612081	38352
612081	33696
612081	38352
612081	47921
612081	47921
612084	48345
612084	48345
612087	612089
612087	612089
612087	612089
612091	29623
612094	31713
612097	612099
612097	612099
612101	32913
612101	32913
612104	612105
612108	612109
612108	612109
612108	612109
612112	612114
612112	612114
612116	612117
612120	39552
612120	39552
612123	612125
612123	612125
612123	612125
612127	612128
612127	612128
612130	612132
612130	94007
612130	94007
612130	94007
612134	612136
612134	612136
612139	40367
612139	40367
612143	35010
612143	33986
612143	40304
612145	45431
612145	45431
612148	612149
612148	612149
612152	42125
612152	42125
612152	612154
612156	612158
612156	612158
612160	43992
612160	612161
612162	48666
612162	48666
612165	41565
612165	41565
612168	43550
612168	43550
612171	25469
612171	25469
612171	28636
612174	48024
612177	43035
612177	43035
612177	94705
612177	94705
612177	612179
612177	612179
612182	34874
612182	34874
612185	32192
612185	32192
612185	33260
612185	33260
612188	29718
612191	612193
612195	33154
612198	37656
612201	46248
612201	46248
612204	612206
612204	612206
612208	27562
612211	612213
612211	612213
612215	29534
612218	46710
612218	95017
612218	44962
612218	46710
612221	34230
612221	612223
612221	36368
612221	36368
612224	612225
612224	612225
612228	46981
612228	46981
612230	43952
612230	43952
612234	34506
612234	46835
612234	46835
612234	39447
612234	44013
612234	44013
612234	39447
612234	30523
612234	48776
612234	29747
612234	37544
612234	25038
612234	31587
612237	612239
612237	612239
612241	23868
612241	23868
612244	612247
612244	612247
612244	612247
612244	612245
612244	612245
612249	42531
612249	42531
612249	612250
612249	612250
612254	612255
612254	612255
612258	36135
612261	41871
612261	41871
612264	35641
612264	35641
612264	46042
612264	46042
612267	612268
612271	48122
612271	48122
612274	21589
612274	21589
612274	612276
612278	612281
612278	612281
612285	48398
612285	48398
612288	30181
612288	30181
612291	16418
612291	16418
612294	41670
612294	41670
612297	14717
612297	15951
612297	15951
612297	14717
612297	612299
612297	612299
612301	612303
612301	612303
612305	25491
612307	42452
612307	42452
612310	52283
612310	46698
612313	612315
612313	612315
612313	612315
612317	612319
612317	612319
612321	612324
612321	612322
612321	612322
612326	47874
612326	47874
612326	612328
612326	612328
612326	612328
612330	612331
612330	612331
612334	45865
612334	45865
612337	92110
612337	92110
612340	25852
612340	25852
612343	612344
612343	612344
612343	35011
612346	612347
612346	612347
612350	612351
612350	612351
612354	612356
612354	612356
612359	50079
612359	612362
612365	612366
612365	612366
612368	42076
612378	47869
612378	47869
612381	612382
612381	612382
612385	612386
612392	612393
612392	612393
612396	612397
612396	612397
612400	612401
612400	612401
612403	42404
612406	612408
612406	612410
612406	612407
612406	612407
612406	612408
612406	612410
612406	612410
612406	612407
612406	612408
612412	612413
612412	612413
612412	612413
612416	612417
612420	37706
612420	37706
612420	37706
612422	46924
612422	40464
612422	46924
612425	612427
612425	612427
612429	33819
612429	33819
612429	612430
612429	612430
612429	92397
612429	92397
612431	23608
612431	27539
612434	44255
612434	44255
612437	612438
612437	612438
612441	39477
612441	39477
612443	612444
612443	612444
612447	33847
612447	33847
612450	33514
612450	33514
612452	92867
